question,answer
"Hi, I would like a restaurant inthe centre of town which serves creative food please.","Sadly there are no restaurants anywhere in Cambridge that describe their food as ""creative."" We do have many restaurants in town, though, so I'd be happy to look for something else."
How about a restaurant that services Chinese food?,There are 10 Chinese restaurants in the centre of town. Is there a specific price range you would like?
I don't care about the price range. Can you just pick a good one for me?,"If money is no concern, I would definitely recommend HK Fusion. It's in the centre of town and expensive. It's located at 21 Burleigh Street, City Centre. How does that sound?"
I'm looking for a train out of cambridge.,Where would you like to go?
I am going to broxbourne on and need to arrive by 14:45.,What day would you be traveling. I'd be happy to look that up and book it for you.
I would like that to be for Wednesday and I will need tickets for 3 people please.,"Okay, the TR6167 leaves at 13:01 and arrives by 14:01. Would you like me to book this one?"
While in Cambridge I need to find a restaurant called the rice boat.,Rice Boat is located at 37 Newnham Road in Newnham. Would you like to book a reservation?
"Yes please, I need a table for 6 on Sunday at 17:45.",Wonderful. You're table is reserved for 15 minutes. The reference number is JM6MM56Y .
I'm also looking for a moderately priced 2 star hotel with free wifi in the south.,I was not able to find any hotels matching those requirements.
Can you try in the north then?,I was not able to find any hotels matching those requirements.
Is there any moderately priced hotels in the city centre then? I need a hotel for the same group of people for 5 nights starting the same day.,Looks like there was an error in our system earlier. There are two moderately priced hotels in the north - The Ashley and The Lovell Lodge.
Could you try to book us there for 4 nights instead?,"Yes, which of the two would you prefer? Ashley Hotel or Lovell Lodge?"
I'm looking for a moderately priced resturant in the centre of town.,"I found 21 restaurants available, do you have a type of food you would prefer?"
I would like lebanese food.,How does Ali Baba? I recommend it. Would you like for me to book a table?
Hi. Can you please help me find a restaurant that serves food from singapore ? I'd like it to be on the East side of town if possible.,There are no restaurants serving Singaporean food on the east part of town.
Can you help me find some Chinese food then?,Yu Garden is located on the east part of town. Would you like the telephone and address?
I am looking for a good hotel in north Cambridge.,The acorn guest house is a nice guesthouse. Would that work?
Does it have a 4 star rating? I would like a place with four stars?,Yes it does. Would you like to book?
Yes please. I need it for 5 people for 4 nights staring from Thursday.,The booking was successful. Your reference number is : A9VM6FAU . Is there anything else I can do to assist you today?
I would also like more info about Pizza Hut in the city center.,There is a Pizza Hut on Regent Street City Centre. Would you like me to make a reservation for you?
I am looking for a cheap restaurant with Chinese food.,There are several cheap Chinese restaurants. Would you prefer any certain area of town?
South part of town.,The Lucky Star is the only cheap Chinese restaurant in the south part of town. Would you like any contact information?
I would like to find a certain restaurant called the Maharajah Tandoori Restaurant. Can you find it for me?,It is located at 41518 Castle Street City Centre.
Great. Can you make me a reservation for 5 people at 14:30 on Wednesday.,The booking was successful. The table will be reserved for 15 minutes.Your reference number is : XL60G8AI .
Thanks so much. I'm also looking for a place to stay.,"We have 33 places to stay in the area. Would you like to narrow down your needs, like price range or area?"
"Well I would like it to be moderately priced, 4 stars and include free wifi and include free parking.",I don't have anything that fits all your specific requests in that area. Would you like to try a different area or would you be willing to change specifics?
I am looking for a restaurant that serves Malaysian food and is in the cheap price range.,No matches found for cheap Malaysian food. Would you like something else?
"How about vietnamese food, please?",Thanh binh is a nice restaurant that serves Vietnamese food and is in the cheap price range.
"Hi, I'm looking for a place to stay in the centre.","There are 2 guesthouses and 3 hotels in the city centre, do you prefer one or the other, or are there any amenities that you'd like?"
"Yes, I would like it to have free wifi.",The Alexander Bed and Breakfast is a 4 star guesthouse that is cheap. Does that interest you?
Do they offer free wifi or free parking?,Yes to both.
Great. Please book it for 5 people for 5 nights starting from wednesday.,Unfortunately that didn't work. Do you want to shorten your trip?
"Sure, how about two nights?",I was able to book that hotel for you for 2 nights. The reference number is 8LCNFKVO .
Thanks. I'm also interested in going to the Chiquito restaurant bar. Can you make a reservation there?,Sure what time and how many people?
"Hi, I am looking for a restaurant. I would prefer an expensive restaurant in the west of the city.",We offer 9 such places.
Is there a British one available?,Great choice! I have two. Graffiti and travellers rest. Would you like me to book one of these?
I am looking for some rest as a traveler so I choose travellers rest. There will be four of us for Saturday at 11:00. Please book.,"I'm sorry, it seems they are unable to accommodate you at that day and time. Would you like me to try another?"
Can you try for 10:00 please?,A table is reserved for 10:00. Your reference number is TX8BTBJT . The table will be reserved for 15 minutes. May I help you with anything else?
I would also like to find a college to visit.,What area is this college in? Do you know the name of it?
Does Cambridge have any expensive Austalasian restaurants?,Unfortunately there are no restaurants fitting your request. Do you want me to look for a different food type for you?
I like British also. Are there any British restaurants that are expensive?,There are 6 British restaurants that are expensive. What part of town would you prefer?
That doesn't matter. Which of the restaurants have an opening for a table for 1 person at 13:30 on wednesday?,I was able to book you for 1 at Fitzbillies restaurant. Your reference number is LLT7M4SU . Can I help you with anything else?
I also need an expensive place to stay.,There are 5 options. They are all hotels with parking and internet included. Do you have a preference for area or star rating?
i need a train leaving from from birmingham new street that arrives by 11:30,What time would you like to leave and what is your destination?
I want to leave to arrive by 11:30 on Tuesday and Cambridge is my destination.,There is a bus that leaves Birmingham New Street for Cambridge at 10:40. Would you like to book it?
"No thank you, but I would like the travel time for this train.",The travel time is 163 minutes. Is that sufficient?
Yes but I also would like information on finding a restaurant in the city's centre that serves Indian food.,"I have 9 different options. To narrow it down some, can you tell me what price range you would prefer?"
"I don't really care about the price, as long as it is in city centre. You can surprise me. I'll need a table for 8 the same day.",How about Curry Garden? What time and day would you like the reservation for?
I need to find an Italian restaurant please.,There are several Italian Restaurants. What area are you interested in?
"I am so sorry, I would rather have gastropub food, moderately priced please.",Sure depending on whether you'd like to be in the center or not I do have one moderately priced gastropub called the Cow Pizza Kitchen and Bar.
"Location is not a problem. Please book me a table for 2 at 1645, Wednesday. I'll probably need the reference number, too.",I was able to successfully book your table! Your reference number is V3PUMO0W . Can I help you with anything else?
I'm looking for an Australian place to dine in. I need it to be cheap.,"I'm sorry, there aren't any cheap Australian restaurants in town. Would you like me to look for a different restaurant type?"
Are there any that have Asian Oriental food?,There is a very nice and cheap Asian restaurant called Wise Buddha. Here is the address and phone number.
I need information about a train.,Okay! Where would you like to go?
"I need a train on thursday that'll arrive by 18:00, traveling from leicester to cambridge.",I have train TR1575 that leaves at 15:09 and arrives in Cambridge at 16:54. Would that work for you?
"Yes, can you please book me for 3 people and get me a reference number?",I have booked you for 3 people on TR1575. Your reference number is Y4IU29UM . Can I do anything else for you?
"Thanks, I need to find a danish restaurant in the centre of town","I am terribly sorry there aren't any, another type perhaps?"
"I need your help in finding a particular restaurant. I don't know much about the restaurant, unfortunately I don't even know the food served. I do know the name: cafe uno.",Caffe Uno is an Italian restaurant at 32 Bridge Street.
That's it. I want to book a table for 4 people at 17:30 on Saturday.,"I'm sorry, it doesn't look like they have anything available. Would you like to try somewhere else?"
I'm needing a place to eat on the eastside.,"Ok, there are nine places in that area. Do you have a type in mind?"
Yes italian food please.,"I recommend the Pizza Hut Fen Ditton. Its on Cambridge Retail Park, Newmarket Road. Would you like a reservation?"
"Yes, please. I'll be there on tuesday with a party of 4. Is there space at 15:00?",Reference number is : 6V0LTWHG . Anything else?
"Yes, is the Allenbell hotel still in Cambridge?",Yes the Allenbell is in east Cambridge. Would you like me to book a room?
i am looking for a place to dine. The restaurant should be in the west and should serve thai food.,"Sala Thong is the only Thai restaurant in the west. It's expensive, but worth it. Would you like a reservation?"
"Yes, please. I would like a reservation for 2 at 19:00 on Tuesday. Please provide a reference number.",Fantastic! Your reservation went through smoothly. Here is your reference number JJWEO8ZH . They will keep the table reserved for 15 minutes for you. Can I help with anything else?
"Gosh, I'm so sorry! I don't want the reservation for the evening, I want Thai food for lunch. Do you have a table for 2 at 12:30 on Tuesday?","Yes, there is a table open for 12:30 on Tuesday. Would you like me to book it for you?"
Yes. Please book a table for two.,Great News booking was successful they will hold the table for 15 mins and your reference number is JJWEO8ZH . Is there anything else i can help you with?
"Hi, I am looking for information on place to go.",What area of town are you interested in going to?
I would like to go to the centre of town,I would recommend All Saints Church. They are located on Jesus Lane.
I would like to go to a college. Do you have any colleges in the centre?,There are 13 colleges in the area ranging from free to several pounds admission. I'd suggest christ's college and it's free!
"That sounds great, what's the postcode please?",The postal code is cb23bu.
I am also trying to find an expensive restaurant that serves indian food.,We have 14 restaurants matching your query. Do you have an area preference?
No can you just recommend your favorite to me please,I would suggest the curry garden.
"Hello, I need a train to London Kings Cross after 21:45, please.","There are several going to kings cross, where are you departing from and when do you went to leave?"
I'm leaving from Cambridge on Monday.,"TR2634 can get you there by 21:00 it is 23.60 pounds per person, would you like me to book you?"
Yes please book it for one person.,Your reference number is M5L3KBEV . Do you need anything else?
Im also looking for a restaurant by the name of bedouin.,"Bedouin is a wonderful African restaurant in the center of town. It's a little expensive, but the food and service is outstanding."
"Hello, can you recommend a moderately-priced hotel in the Centre of town, please?",Yes the name of the hotel is cityroomz would you like me to book it for you?
Does it include free wifi,Yes. There is free wifi.
I want to book it for 8 people for 4 nights please!,"Certainly, when would you like to arrive?"
Arriving on tuesday,"I was able to book it, the reference number is JC2OYOAS"
"Alright, are there any moderately priced indonesian places nearby?","I'm sorry, but there are no Indonesian restaurants in Cambridge at any price point."
"Okay, let's try Chinese. Are there any Chinese restaurants in the area that are also moderately priced?","Yes, I would suggest this one jinling noodle bar."
i need to find a place to go in the west,There are several colleges and museums in the west and one entertainment venue. What are you interested in?
"Can you tell me about a couple museums, any type, and let me know the cost.",cafe jello gallery is a nice place to visit. cambridge and county folk museum is nice too.
What is the entrance fee for cafe jello gallery?,Entrance into cafe jello gallery is free. Is there anything else I can help you with today?
I also need a place to eat near the attraction.,I found a nice restaurant for you called Saint Johns Chop House. It's not too pricey and tastes great!
Thank you! Is it a European restaurant?,It is a british restaurant. Does that meet your needs?
I am looking for a attraction called whipple museum of the history of science.,That museum is in the centre of town on free school lane. Is there other information you are looking for?
How much is admission?,They offer free admission. Is there any other information I can provide for you?
"Yes, find me a cheap place to eat in the center",What type of food are you interested in eating?
"I am interested in Italian food. However I just remembered, I need the phone number for Whipple Museum of History and Science please.",Their phone number is 01223330906.
There are a couple Italian restaurants in the area ranging from moderate to expensive. Would you like me to look them up for you and make a reservation?,"Not at this time, could I just have the phone number of an expensive Italian restaurant?"
Is there an expensive restaurant any where in the south part of town?,"There are Mexican, italian, chinese and indian restaurants on the south part of town in the expensive price range. Do you have a particular type?"
Italian sounds good. Can you give me an address and phone number?,The phone number for Frankie and Bennys is 01223 412430. Can I help you with anything else?
Hi. I am trying to find some information on a restaurant called India House. Have you heard of it?,India House serves Indian food in the west of town and is expensive. Their phone number is 0122346166. Can I help with anything else?
Great can you book a table for one person at 12:00 on sunday?,"I'm sorry, they don't have an opening at 12:00. Would you like to try a different time or day?"
I need a train for Thursday please. Get me one that arrives by 13:45,"sure, what is your destination?"
I'll be heading to Cambridge. Leaving from Stevenage. Can you tell me about this?,Sure! TR1661 will leave at 11:54 and arrive by 12:43. Do you require more information or do you want book now?
"Could you tell me the price for a ticket, and the typical travel time?",The train ride is 49 minutes and it will cost 12.80 pounds.
"Thank you! Also, can you recommend a moderately-priced vegetarian restaurant, please?",I'm sorry. I'm not finding any vegetarian restaurants at all. Would you like to choose a different type of food?
"Hi there! I'm searching for a relatively cheap Portuguese restaurant here in Cambridge, do you have any recommendations?",The Nandos City Centre has some excellent food and is located in the centre of town if you are interested. Would you like me to book a reservation for you?
"No, I would like a place that's in the south part of town. Is there one of those?","There is another Portuguese restaurant in the south part of town called Nandos, would you like a reservation there?"
"May I have the address and postcode of Nandos, please?","Certainly, Nando's address is Cambridge Leisure Park Clifton Way cb17dy. Can I book this for you, and if so how many people will be dining?"
Can you help me find a train out of Cambridge?,"Sure, could you provide what destination you're looking for and which day you'd like to depart on?"
Are there any museums in Cambridge?,"There are about 23 different museums to choose from. To help narrow it down, do you have a part of town you prefer to visit?"
I'd like information of cambridge museum of technology. What is their phone number please?,The phone number is 01223368650. Anything else I can help you with?
Can I have their address?,"The address is The Old Pumping Station, Cheddars Lane. Is there anything else I can help you with?"
I am also looking for a place to dine in the moderate price range.,I found 110 restaurants. Please tell me what type of food you like to help narrow the search so i can best serve you.
"I'm thinking british food. oh, and if it's in the west that'd be even better.","There is Saint Johns Chop House that meets your criteria, would you like me to book it?"
I would like a cheap restaurant in the east!,"As far as cheaper restaurants, I only have one available that's located in the east. It's called the Missing Sock and serves international food. Would you like more information?"
That sounds good. Please give me more information.,"Sure the missing sock is in the east, serves cheap food. Would you like to book a table?"
No but I would like the address and post code please.,The Missing Sock is at Finders Corner Newmarket Road. Postcode cb259aq.
Are there any 4-star places to stay that also have free wifi?,"Yes, there are 21 places found. Do you have a specific area in mind?"
I prefer something in the north. And a guesthouse would be better.,"I have eight places, do you have a price range in mind?"
"No, but free wifi and four star please.",The Acorn Guest House is a nice 4 star guesthouse in the north with free wifi. Would you like me to book a room?
Please book it for 1 people for 2 nights starting from friday.,You've been successfully booked and your reference number is TJZMY6L9 . Is there anything else you need?
Can you tell me the location of an Indian restaurant in the centre?,"Cambridge has several centrally located Indian restaurants, what price range are you looking for?"
In the cheap price range.,"There are 3 restaurants in this range. Kohinoor on Mill Road, the gandhi on Regent Street, and mahal of cambridge on Millers Yard Mill Lane. Do any of these sound good?"
The Gandhi sounds good. Can you book that for 2 people please?,What day and time would you like your reservation?
I would like the reservation at 14:00 on Wednesday.,"OK, you have a table for 2 at The Gandhi on Wednesday at 14:00. Reference number is : C64LQ6ZX . Can I be of further assistance today?"
I am looking for activities tomorrow within the town.,Great! There are lots of things to do here! Did you have a certain activity in mind?
"No, I was hoping to get some suggestions for places near the center of town.","I have a lot of options for you, what are you interested in - for example, architecture, museums, entertainment venues, churches?"
How about a church? Are there any with free admission?,I'm afraid I don't have any churches in my directory. Is there something else you'd like? There are a number of free museums.
"Sure, can you recommend me one?",How about the Museum of Archaeology and Anthropology?
That sounds great! Can I get their address and phone? And is there a fee to get in?,"Of course. It's free to get in. The phone number is 0122333516 and their address is University of Cambridge, Downing Street."
"I need a train to Ely after 08:15, please.",What day would you like to travel?
"I'd like to leave Cambridge on Wednesday, please.",There are no trains on Wednesday.
I need you to check again. Train from Ely to Cambridge.,"OK, the earliest train after 08:15 is the 09:50 to Cambridge. It's a quick, 17-minute trip. Would you like to book seats?"
"Sounds great, what is the price and arrival time?",It will cost you 4.40 pounds and it arrives by 10:07.
I need the name and phone number for a cantonese restaurant on the west side of town.,Do you have any preference regarding price range?
No.,There are no Cantonese restaurants located in West. Are you interested in another type of cuisine?
Vietnamese sounds good.,Thanh Binh is in the west part of town. Would you like the phone number?
I'm looking for a place to dine in the moderate price range in the east.,There are 3 moderately priced restaurants on the east side. Do you prefer Indian or Italian food?
Is there one with unusual food?,"No, I'm afraid Indian or Italian are the only options."
"Ok, tell me whats available in Indian food.","For indian food, I have the Curry Prince restaurant and Rajmahal. They are both moderately priced and located in the east. Can I tell you more about one of those?"
I need help finding a place to eat called curry garden.,Curry garden is an expensive restaurant that serves Indian food. Do you want me to book it for you?
Yes can I make a reservation for 1 people at 16:15 on wednesday?,"I'm sorry, there are no available tables at that time. Would you like me to look for a different restaurant?"
What fancy restaurants are there on the east side of town?,"Not sure about fancy, but if you are looking for expensive we have grafton hotel restaurant, yu garden, royal standard, pipasha restaurant, and sitar tandoori."
Do any of them serve Chinese food? That's what I'm in the mood for.,"Yes! Yu Garden is a wonderful Chinese restaurant that will meet your needs. Would you like a table there, or perhaps just the address?"
"Yes, the address, postcode and phone number would help.",Yu Garden is located at 529 Newmarket Road Fen Ditton. The post code is cb58pa and the phone number is 01223248882.
do you have information about attractions in the west?,I have 13 entries for attractions in the west. Do you have a type of attraction you're interested in?
I don't care as long as it is in the west.,I recommend queens' college that is located in the West. Their address is silver street.
What attraction type is that? I am also interested in finding a restaurant in the west as well.,"It is a college, the admission fee is 2.50 pounds. What type of cuisine would you like to dine on in the west?"
I am planning a trip in Cambridge looking for a restaurant.,I can help with that. What type of cuisine are you interested in?
I am interested in Indian food in an expensive price range.,Curry garden has some expensive Indian food if you would like that.
Sounds great! Can I get a table for 4 on Saturday?,Sure. What time would you like to dine?
We would like to dine at 14:00,"Great I was able to do it, reference number is W7WSG821 ."
I would like to find a restaurant named Tandoori Palace. Do you know of that restaurant?,I do. It's a very nice Indian restaurant on the West side.
Can you give me the postcode for it please?,The postcode is cb43le. May I help you with anything else?
Can you help me find a restaurant by the name of Bangkok City?,"Certainly, bangkok city is a thai restaurant in the centre area in the expensive price range. Would you like their address?"
No thank you. I would like to book a reservation for Wednesday at 5:45 pm.,and how many people will the reservation be for?
There are 6 of us.,"Unfortunately, the restaurant is booked. Would you like to try another restaurant?"
"Yes. Something in the same area and same pricerange, please.",I can book reservations for a thai in the centre area that meets your needs
I am looking for a moderately priced restaurant in the west part of town.,What kind of food would you like?
Don't care.,Meghna serves moderately priced Indian food and is in the West part of town.
Are there any other restaurants?,There is saint johns chop house with moderate pricing in the west part of town.
do you have information about all saints church?,"All Saints Church is a fine bit of architecture in the center of Cambridge. They are located on Jesus Lane, cb58bs, and their phone is 01223452587."
"Is there an entrance fee and if so, how much is it?","Nope, it's totally free. Can I help with any other information today?"
"I need to find a place to sleep on the east side, it doesnt matter is the parking is free or not.","There are 7. Would you like to stay in a guesthouse, or a hotel?"
I think a guesthouse would be more personal.,I'd recommend the Autumn House. It's a guesthouse in the east. Would you like to book a room?
"No thanks. I just need the price range, postcode and phone number.",The autumn house is a cheap guesthouse located in postcode cb58rs. The phone number is: 01223575122. Are you sure I can't help you with a reservation?
No thank you. Could you tell me about Russian restaurants in the east?,there are no russian restaurant in the east
are there any expensive restaurants?,"Yes the are some in the East,what type of food do you like ?"
"I would like to find the best, most expensive restaurant in the south part of town.",What type of food are you looking for?
I don't care.,Chiquito Restaurant Bar is a mexican restaurant in the south part of town an has an expensive price range.
I want to depart from Cambridge by train.,"I can help with that, what day are you looking to depart on?"
I would like to leave on Saturday.,And where will you be heading to?
I am going to Stansted Airport.,and what time do you want to leave or arrive?
I would like to leave after 13:00.,"First train out after 13:00 is TR6193, leaving at 13:40. It's a 28-minute trip, and each ticket is 8.08GBP. Would you like to book passage?"
I'm looking for someplace to go in town.,"I'd be happy to help you find something. Are you looking for something in town centre? There are cinemas, colleges, concert halls just to name a few."
I'd love to try a local restaurant,"We have many restaurants in town. What type of cuisine are you looking for, and what's your budget like?"
"First, I need an attraction in the east. Can you choose one and get me the entrance fee, postcode, and attraction type? Then I'd like an expensive restaurant in the east.","I'm sorry, that's a lot of information for just one response. There are 10 attractions in the east - do you care what sort?"
"Just do what I say! I don't care what you choose! Give me the necessary information too. Then, get me a restaurant in the east that's expensive north indian food",Try the Cambridge Museum of Technology which is a museum. The entrance fee is 5 pounds and postcode is cb58ld. There are no expensive North Indian restaurants in the east.
I need information on a restaurant called panahar.,"i've pulled up their info, what would you like to know?"
I need reservations for 5 people at 15:15 on Sunday. I'll need the reference number as well.,Your table at Panahar has been reserved for 15 minutes starting at 15:15 on Sunday. Your reference number is TIYE4F1Y . Can I help you with anything else?
I'm looking for things to do in the west. Can you recommend anything?,"The Whale of a Time entertainment venue is a fun choice. We also have museums and colleges to visit, if you'd like something quieter."
Can you tell me the address for The Whale of a Time entertainment venue? And is there an entrance fee to get in there?,"I do not have any information on an entrance fee but I can give you the address which is unit 8, viking way, bar hill."
"Hi, I need to find a hotel in north area that includes free wifi.","The Ashley Hotel and Lovell Lodge meet your specifications, would you like to book one of them now?"
Are either one of them a guesthouse?,"No, they are not. I do have 33 guesthouses that fit your needs."
Can you give me the star rating of your top three guesthouses along with a price range?,They are all 4 star guesthouses that are moderately priced.
Can you give me the phone number for your favorite of those?,"The avalon is my personal favorite. Their phone number is 01223353071, anything else I can assist you with?"
I am also looking for information about a restaurant called The Hotpot. Can you help me with that?,"Yes, I found it. It is in the expensive price range in the north area. The phone number is 0123366552. Would you like me to book a table?"
I would like to find a cheap indian restaurant to dine at.,There are 4 cheap Indian restaurants in town. Do you prefer to go to a specific area of town?
"Yes, I want to go in Cambridge and I will need the address, postcode, and area to find it.",There are 4 restaurants that meet your request. Can you tell me what area of town you'd prefer?
I have no preference but I would like an attraction to visit in the city center.,"I would recommend the Royal Spice restaurant in the north, on Victoria Ave in Chesterton, postcode cb41eh. What area would you like your attraction to be located in?"
I would prefer it to be in the centre. Could you give me the address and postcode?,"Can I recommend kohinoor, it's address is 74 Mill Road City Centre,and the postcode is cb12as."
What sort of attraction is Kohinoor?,"I'm not sure, Kohinoor is not listed in my database. Are you sure you spelled that correctly?"
I need a taxi between the restaurant and the hotel .,what time would you want to leave?
I want a place to eat that serves swiss food.,"there are no restaurants with swiss food kindly suggest another,"
How about does anyone serve European food?,I have many places serving European food. Do you have a price range preference?
It doesn't matter. Please make a recommendation and book a table for 8 people at 11:30 on saturday.,"Michaelhouse Cafe, 15-19 Trumpington Street, reservation for Saturday for 8 people. The table will be reserved for 15 minutes. Reference number VRZWVKT7 . Will there be anything else today?"
I am also needing help finding a room. I don't care if they offer free parking or internet.,I have so many choices for you. It would be better to narrow the down by area.
"I'd like a hotel in the south to stay at. It doesn't need to include internet, nor no need to have free parking. Closer to the restaurant would be preferred.",I would recommend Rosa's Bed and Breakfast. Would you like to make a booking?
I don't need a reservation right now but can I get more information?,Rosa's is a guesthouse in the cheap price range. It has 4 stars. The address is 01223512596 and the postcode is cb22ha. Do you need more information?
How's it going? I'm looking for an expensive restaurant in the centre please,what is the type of food that you prefer?
North American food please.,The Gourmet Burger Kitchen is a perfect option for you. Would you like to book a table there?
"Yes please, a table for two at 17:15 on Friday.",I was able to book a table that they will hold for you for 15 minutes. Reference number is : MN02CWCF . May I assist you with anything else?
Can you help me find a room in the north part of town?,There are thirteen room options in the north part of town. Do you have any preferences that can help narrow down the options?
I need free parking but other than that I'm not picky.,"ok, i have eleven options for you."
I'm looking for a cheap restaurant that serves world food?,Unfortunately there are now restaurants that meet those specifications. Would you like me to look for a different kind of food?
The restaurant should be in the north.,"The only restaurants in the north serve Asian Oriental, Chinese, European, French, Indian or Italian food. Would you like to change to one of those?"
Tell me about the Indian restaurants in the north then please?,"There are two Indian restaurants, the nirala and royal spice. The royal spice is in the cheap range and the nirala is in the moderate price range."
Can you book me a table for two at the Royal Spice?,What day would you like this reservation to be available for?
a north part of town restaurant,do you have a price range preference? We have several restaurants in the north part of town
I do not care about the price range but would like somewhere serving indian food.,There is a fairly cheap Indian restaurant named Royal Spice in the north part of town.
I want to find a cheap restaurant serving international food. What is the address and postcode?,"The Missing Sock matches your request they are located at Finders Corner Newmarket Road C.B 25, 9 A.Q 01223 812660 is the phone number"
I am looking for a restaurant in the centre of town,What type of food and price range are you interested in?
I don't have a preference for food but I would like it to be in the expensive price range.,"How about Little Seoul, a Korean restaurant that's located at 108 Regent Street City Centre. Do you need any more information? Or would you like to make a reservation?"
"Sounds good, can you please send the postcode. Also I need a train leaving on Sunday to Cambridge.",Yes their postcode is cb21dp. Where will you be leaving from and at what time?
I will be leaving from ely at 5:15.,The closest I can get you to that time frame is a train that leaves from Ely at 13:35.
"Actually, I need a train leaving from leicester after 5:30.",How about train TR9382 leaving at 5:35 and arriving at 5:52?
I'm craving some spicy food so find me an Indian restaurant on the East end please,The Curry Prince might fit the bill. Would you like reservations?
no not right now thanks,Okay. Would you like help with anything else?
"Yes, is the Curry Prince in the moderate price range? If so, I'll need to make a reservation.","For how many, and day and time?"
"8 people at 12:15 on Friday, please.",Done! Your table will be reserved for 15 minutes. Your reference number is 4YZLGJJL . Is there anything else that I can help you with?
I need to book a room too a guesthouse that doesn't have internet but free parking,Would you like the guesthouse on the east side of town as well?
That would be fine.,There are 4 different options. 3 of the guesthouse are cheap and the oter 2 are moderate priced. Is there one you'd prefer?
I would like more information on a hotel called cityroomz for my trip to Cambridge.,"Cityroomz is a moderate priced accommodation, located in the city centre, on Station Road. May I assist with a booking?"
"No, I just need to know if they have free internet.","Yes, Cityroomz does have free wifi. Is there anything else I can help you with?"
I also would like information on a place to eat in the centre of town.,I can definitely help you with that. Was there a specific type of cuisine you were interested in?
What train can I take to get to Cambridge from Leicester?,I can definitely help you with finding a train. It would help to start with which day you would like to travel on.
I need to leave on Friday.,What time would you prefer?
"I'd like to leave after 9, and I need one ticket, please.","Booking was successful, the total fee is 37.79 GBP and it is payable at the station"
Could I have the reference number please?,"Absolutely, the reference number for your booked space is TCR6N0NV . Is there anything else I can help you with?"
Are there are jamaican restaurants in the centre part of town?,"Regretfully, no. Is there another cuisine you would enjoy?"
Oh no. I had my heart set on Jamaican. Can you please verify? I'll have to think a minute on another cuisine.,I am unable to find any Jamacian restaurants in town.
Well bummer. How about a restaurant that serves Indian food instead?,There are plenty of those to choose from. Do you have a price range?
"i need expensive, please.",There are 6 expensive Indian restaurants in the city. May I recommend Curry King?
"Which ever you think is the best, please give me the address.",I would suggest curry king.
"Thanks, what is their address?",their address is 5 Jordans Yard Bridge Street City Centre.
"Hello, I am looking for an expensive restaurant that serves Australian food.",There are no records matching your request for an expensive restaurant serving Australian food. May I help you find a different restaurant?
What about British food?,There are six restaurants matching your query. One of them is travellers rest.
I want to find a place to stay in the moderate price range. Parking doesn't need to be free.,There are a total of 18 places that you can stay at. Would you rather have a guesthouse or a hotel?
"I would like a guesthouse please. Oh, and I don't need internet either.",There are 15 guesthouses with the preferences you have mentioned. Do you have a preference on stars or location?
Could I get the stars of the hotel and phone numbers?,the alpha-milton guest house is a three star location in the moderate price range. their phone number is 122 331 1625.
Thank you. I am also looking for a place to dine. Im thinking British food and it should be in the centre.,We've got seven different places in the center of town to eat with moderate to expensive pricing. Do you have a preference?
I would like to get some information about a local restaurant and a hotel please. Include the best options for me.,"Ok, lets start with a hotel, any preference of type, area or price range?"
"The hotel that I am looking for is called Gonville. I would like to book it for 8 people for 2 nights, starting on Wednesday.",Booking was successful. Reference number is : 0NVL3745 . Do you need anything else?
Can you find me a modern European cuisine restaurant in the centre area?,"Wehave four options that meet your needs, are preference on price range?"
I would like the moderate price range.,"I have two options one is the de luca cucina and bar and the other is riverside brasserie,which would you like?"
The latter please. Can you book that?,"Okay, and how many people will the restaurant reservation be for?"
Please reserve for 8 people.,What day would you like to go?
I want to go Wednesday please,"I would be happy to book the reservation for you, but I need a time, please."
I need to find a restaurant called taj tandoori,"Nice place. It is located at 64 Cherry Hinton Road, Cherry Hinton. Can I book a table for you?"
Yes. I need a place for 3 on Wednesday at 17:15.,Great! That booking was successful and your reservation number is K1T4IC74 .
I also need a hotel in moderate price range and star rating of 0.,"Cityroomz matches those requirements. Would you like the phone number, or a reservation?"
Does it have free parking?,I'm afraid it does not offer free parking. Would you like to book a room?
Is there anywhere else which would offer free parking?,Not with those criteria. We could start a new search if you like.
I am looking for Mediterranean food in the center of the city.,I show 3 available. 2 are in the expensive range and 1 is cheap. May I book a table for you?
I'd like the expensive range and I'd like to book a table for 7 people on Saturday at 15:45.,I have booked you at the Shiraz Restaurant for 7 people Saturday at 15:45. Your table will be reserved for 15 minutes.
Can I get a korean restaurant in the town centre?,Little Seoul is located in the town centre
"Can you tell me the address, phone number, and postcode of Little Seoul, please?","Sure, Little seoul is located at 108 Regent street City Centre. Its phone number is 01223 308681 and the postcode is CB21DP. Is there anything I can help you with?"
I'm looking for a cheap Chinese restaurant.,How about Charlie Chan in the centre right by Regent Street City Centre?
"If that is cheap, it sounds perfect to me.",It is cheap. Would you like me to book that?
No need to book anything. But can you give me their address please?,Certainly. The address is Regent Street City Centre. Do you need anything else today?
Is there any french food in Cambridge?,Yes there is one
"Well, can you give me some information on it?","Well there are two french restaurants actually, sorry had a blond moment. One in the north and one in the centre, which one were you interested in?"
I would like something expensive. Is either option expensive?,Both are expensive options.
Can you book me a table for two at the one in the centre for saturday at 19:00 and send me a ref number.,Excellent choice! I've booked you a table for 2 at the Cote. Your reference number is EUOHK8LX and the table will be reserved for 15 minutes.
Please give me a moderately priced restaurant serving brazilian food,"I'm sorry, but there are no moderately priced Brazilian restaurants."
